Feature,Importance,Ticker,Model
Open,0.0003669650209841748,HSBA.L,GRU
High,0.00036568735428464845,HSBA.L,GRU
Low,8.814892009831321e-05,HSBA.L,GRU
Signal_Line,8.612123043643186e-05,HSBA.L,GRU
Upper_Band,1.7139499552327672e-05,HSBA.L,GRU
MACD,-3.934572830686586e-05,HSBA.L,GRU
RSI,-0.00026715631573615874,HSBA.L,GRU
Lower_Band,-0.00031100613177114343,HSBA.L,GRU
Volume,-0.00033496535853315065,HSBA.L,GRU
Log_Ret_Lag1,-0.00034377949424260756,HSBA.L,GRU
