Feature,Importance,Ticker,Model
High,0.008243916943966976,BARC.L,GRU
Low,0.004144899114275262,BARC.L,GRU
Upper_Band,0.0007547352321089756,BARC.L,GRU
MACD,0.0007058027889397401,BARC.L,GRU
Signal_Line,-0.00014543029926215173,BARC.L,GRU
Log_Ret_Lag1,-0.0001718349870527599,BARC.L,GRU
Open,-0.0002087129599876343,BARC.L,GRU
Volume,-0.0002325551491026475,BARC.L,GRU
RSI,-0.0002693168719757229,BARC.L,GRU
Lower_Band,-0.00029636474991659445,BARC.L,GRU
