Ticker,Day,Date,Forecast_Price,Weight,Weighted_Contribution,PI_Lower,PI_Upper,Signal
LLOY.L,1,2026-03-02,102.50454252262456,0.5,51.25227126131228,99.42526247071922,105.67919034527985,UP
LLOY.L,2,2026-03-03,102.55911713770747,0.2,20.511823427541497,98.22930782493147,107.07977833674957,UP
LLOY.L,3,2026-03-04,102.61372080895256,0.1,10.261372080895256,97.3334365712184,108.18045749934272,UP
LLOY.L,4,2026-03-05,102.66835355182967,0.1,10.266835355182968,96.59260225192665,109.12627442784573,UP
LLOY.L,5,2026-03-06,102.72301538181688,0.1,10.272301538181688,95.95066422625753,109.97336990029255,UP
