Ticker,Model,n_estimators,min_samples_split,min_samples_leaf,max_samples,max_features,max_depth,ccp_alpha,bootstrap,Val_RMSE_LogRet
HSBA.L,RF,300,40,2,0.5,0.3,8,0.0001,True,0.012073600766046768
