Ticker,Model,n_estimators,min_samples_split,min_samples_leaf,max_samples,max_features,max_depth,ccp_alpha,bootstrap,Val_RMSE_LogRet
LLOY.L,RF,1200,2,2,0.5,0.5,,0.0001,True,0.015541737305577593
