Ticker,Day,Date,Forecast_Price,Weight,Weighted_Contribution,PI_Lower,PI_Upper,Signal
BARC.L,1,2026-03-02,453.20707007273626,0.5,226.60353503636813,436.0781380933027,471.0088179654806,UP ▲
BARC.L,2,2026-03-03,453.5644155803833,0.2,90.71288311607667,429.51253409643016,478.9631564851801,UP ▲
BARC.L,3,2026-03-04,453.92204284844473,0.1,45.392204284844475,424.619537198956,485.2466806942107,UP ▲
BARC.L,4,2026-03-05,454.2799520990834,0.1,45.427995209908346,420.5899085715239,490.66863154195477,UP ▲
BARC.L,5,2026-03-06,454.63814355463745,0.1,45.46381435546375,417.11054731529316,495.54211204965304,UP ▲
