Ticker,Day,Date,Forecast_Price,Weight,Weighted_Contribution,CI_Lower,CI_Upper,Signal
BARC.L,1,2026-03-02,453.3948277508309,0.5,226.69741387541546,436.8989492301811,470.5135368107794,UP ▲
BARC.L,2,2026-03-03,454.12172347713016,0.2,90.82434469542603,430.9329638932332,478.5582840326257,UP ▲
BARC.L,3,2026-03-04,454.8497845837218,0.1,45.48497845837218,426.5693660340645,485.0051199394771,UP ▲
BARC.L,4,2026-03-05,455.5790129389773,0.1,45.557901293897736,423.0313826749866,490.63082676756017,UP ▲
BARC.L,5,2026-03-06,456.3094104142634,0.1,45.63094104142635,420.0187287689021,495.73569884112516,UP ▲
